Review,Sentiment
"Good things

1. The environment is amazing
2. Food was delicious
3. They have friendly staff
4. Pool is awesome

Bad things/ improvements

1. This is an old hotel so rooms having some problems
2. No freely available square type plug in the room to charge mobile devices
3. There is no separate rain shower or tap in bathroom (we selected panaromic view type room)
4. This is a big hotel but no one will guide you (swimming pool locations, view points, garden areas)
5. They offer only 2L free water for two people. If you want more then you have to pay (personally I don't like this. Because Sri Lanka is rich in water)",Positive
One of the best hotel experiences. Loved every minute of it,Positive
"The most beauuutiful view I've ever seen so far... very friendly staff...worth the price...The view from the place where they have the telescope, during sun set is amazing...A completely serenity...highly recommend to everyone out there",Positive
Good hotel to spend your weekend,Positive
"Good service and friendly staff,",Positive
"King of nature,  delicious food  paradise ## if u want filling real nature secrets u must go there,",Positive
"Felt like a royal family for a day..Everything including the food,staff were just superb🙌🏼😍didn’t expect the royal suite to be this much Royal..Thank you so much for making our staycation a memorable one..Will visit again for sure.…Fully satisfied with the service..💯",Positive
One of the oldest hotel in the area .Surrounding is really breathtaking and You can see world famous Sigiriya rock fortress from lobbies.Infinity swimming pool experience was unforgettable. Food was good and staff was very friendly.Can recommend,Positive
A unique experience of stay with excellent location. Poor room service. Food quality average.,Positive
One of the most beautiful hotels in Sri Lanka. Worth to stay at least once in the life time ☺️,Positive
"It was an amazing hotel, with lovely nature around…",Positive
Went for our honeymoon . It was a wonderful stay,Positive
One of the best hotels that has not changed for a last few decades. I have been to this hotel since I was a kid and nothing has changed. Standards kept really high since I can remember and never disappointed me. The place is very clean and food is amazing. Staff is very friendly. They will take their time to have a friendly chat with you and help you with your requests with a smile on their face.,Positive
"I was at heritance few days back. And it was a wonderful experience. The peaceful environment with full of nature and wildlife, beautiful sceneries.. It was amazing. The staff a very friendly. And had buffet for all three meals and it was delicious with wide varieties of food.
If someone is searching for a place to get away from the busy life style heritance is the best place to go. Not to forget about the Architecture of the hotel. It's was brilliant",Positive
"Wonderful architecture, eco friendly ample parking space,  infinity pool",Positive
"The infinity pool was great, the staff was great,there were a few ants in our room but it is in a jungle, so understandable. Food was also great and enjoyed it a lot",Positive
"Since the beginning the experience was amazing till the end!! We visited for our 5th wedding anniversary and we were fully satisfied with the room decorations, special anniversary cake, candle light dinner and very friendly service. Special thanks to Mr.Indunil who made our day, very special one from the beginning until last minute and also coordinates us through out time with friendly manner, we felt more like home. also to mention Ms.jayani who treated us very good till last minute amazing service and recommended to everyone. Hope to visit sooner. thanks 😊",Positive
"We had a magical stay at Kandalama. The staff were incredibly attentive and the  quality of food and service was unparalleled. A special thank you for Chef Dinesh, Chef Upul and Chef Ravi for going out of their way to make our stay special. Make sure to ask for a private cooking demonstration, we learnt lots and food was incredible. The hotel is largely staffed by locals and provides an genuine cultural experience. We highly recommend Kandalama, a big thank you again for your hospitality.",Positive
"Thank you for the wonderful stay. Staff were all very kind and attentive. We also were very grateful when the chefs gave us a personalized cooking class in the kitchen when we randomly asked. Thank you to Chef Dinesh for organizing and to Chef Ravi and Chef Upul for the wisdom. We learnt a lot and felt cared for. We hope that tourism in Sri Lanka can be vibrant in these post pandemic times and that the locals can prosper. Many thanks, Janet",Positive
We just come to visit the hotel and it was just so amazing. The reception requested one of their guys to tour us around and see the wonderful interiors and views from 3rd to 7th floor. It was one mesmerizing visit to a wonderful place.,Positive
"The hotel stay was fabulous! The hotel is located by the lake, where animals come to drink. We saw a family of elephants. Incredible beauty of sunsets and sunrises! It feels like you are visiting nature itself! There are a lot of monkeys who don't touch people, but just live their lives. It's an indescribable feeling. The breakfasts are very tasty at the hotel. You can also order food at the restaurant, the prices are reasonable. Excellent, very attentive staff. There are two pools, one with a horizon going into the lake, the other is made in a natural style. I've never seen such beauty in my life! I didn't want to leave! I highly recommend at least a few days to immerse yourself in the atmosphere of this hotel. It will be remembered for a lifetime",Positive
"The hotel stay was fabulous! The hotel is located by the lake, where animals come to drink. We saw a family of elephants. Incredible beauty of sunsets and sunrises! It feels like you are visiting nature itself! There are a lot of monkeys who don't touch people, but just live their lives. It's an indescribable feeling. The breakfasts are very tasty at the hotel. You can also order food at the restaurant, the prices are reasonable. Excellent, very attentive staff. There are two pools, one with a horizon going into the lake, the other is made in a natural style. I've never seen such beauty in my life! I didn't want to leave! I highly recommend at least a few days to immerse yourself in the atmosphere of this hotel. It will be remembered for a lifetime",Positive
"Without doubt one of the favorite hotels in Sri Lanka! Upon arrival we were warmly welcomed by the staff and we were upgraded to the Luxury room. The staff was extremely friendly, the restaurant very flexible (appreciate this!) and the restaurant staff deserves a special thanks. We had great evening with music here, which obviously also added up to the experience.

Excellent hotel with excellent location at Jungle, extremely clean & comfortable. Would definitely recommend this hotel to everybody! It's a true sample of excellent hospitality. the atmosphere is so special that it really felt like home to me. Thank you again Heritance Kandalama for going just that little step extra for the guests!!!",Positive
"Awesome and Simply Excellent. I loved the way they get close to you and feel you welcomed. Not only receptionist. But each and every employee. The head Chef, room boys, restuarent managers, staff at the loungue, gym supervisor...everyone. Staff and service, 150% 👍. Food, not so so much varieties, but decent and the ones available are delicious. Views are magnificent and truly nature friendly. You can feel the breeze from Kandalama lake, through out the day. Can enjoy the views of Sigiriya, Pidurangala, Kandalama forest reserve at their best.

Enjoyed the one night stay at a Luxury room category and simply awesome!!!! 💯",Positive
Amazing place,Positive
We have spent our holiday here hotel is in great atmosphere. Our room is great one with necessary facilities. Staff is very friendly with with good service. Food is also great and had a buffet with both international and local cuisines.,Positive
Loved the place. Location and food is awesome. Friendly staff. Only negative point is no kids pool. Other than that everything is perfect.,Positive
"Ecofrandli oriented hotel
Electrical facilities (outlets, light switches) are a bit outdated and inconvenient, but the beautiful natural scenery and friendly service make up for this shortcoming.
A beautiful hotel that left me with memories and memories that I would definitely want to visit again later, if time permits.",Positive
"Unique hotel you will never go back to
You can understand why it is said that it is a hotel you must visit before you die..!!
The hotel's own facilities are old and there is no Wi-Fi, but I was in nature, so it was acceptable and rather good💚
Must visit if you come to Sri Lanka
Monkeys, bats, lizards, and various animals are so cute, the staff are very friendly, and the view of Kandalama Lake is nothing to speak of.

tip: I think it would be nice to request half board or breakfast only and eat at the snack bar at that time!",Positive
What a great experience,Positive
"This is a place where you can be more relaxed atmosphere people coming and enjoying the food and natural sceneries of kandalama lake near to the hotel...kandalama tank is a very big lake and elephant s are usually surrounding in the evening people visiting to kandalama hotel can be watch those animals in their lobies.very cleanliness place with mouth watering good food. Most of the foriners  waiting to visit Sri Lanka besides watching elephants and always come to see the site visits..
Highly cost and sometimes they give offer s to sri lankans and foreign people to visit there.
All the surrounding are made by natural resources and didn't harm even any trees or any animal.
Kandalama hotel is designed and developed by Mr.Jeffry Bawa who made famous Bawa gardens in down south. Some architecture of it is relatively close to kandalama hotel architecture. Some people coming to the place and admire the beauty of the sri lanka. A lot of articles and news are published on this.
Wedding s and ceremonies are done in this way  around. Birds, squirrels, are surrounded.",Positive
Excellent customer service.. enjoyed very much,Positive
Absolutely wonderful place,Positive
"Amazing setting and beautiful architecture. The rooms are nice but lack real attention to detail and are a bit worn in places...bathroom, towels.. The food is good and the service is very (overly) attentive. Be aware of the restaurant dress code to avoid any unwelcome issues. Overall a good experience.",Positive
"I genuinely don't even know where to start!
This hotel is the pinnacle of Sri Lankan hospitality - offering the authentic wealth of Kandalama’s nature, without compromising on luxury.

We were welcomed with fresh white lotuses, delicious drinks, and a personalised tour of the hotel by their very friendly staff.

Being a massive fan of Geoffrey Bawa (the genius architect of the hotel) I later approached the reception in hopes of maybe receiving a short, recited paragraph or a small pamphlet. What I received was a more than one hour, personalised tour by naturalist  Nalinda Samaranayake, in which we explored pretty much every inch of the hotel, learning information I could  never have found online. For example, the large rocks in front of the reception was an intentional measure of caution to protect the forefront pillars from misguided vehicles. and the ubiquitousness of the dragonflies around the premises are a testament to the lack of chemicals and synthetic fertilisers in the gardens. There were many, many, many more interesting bits of context and Easter eggs that are so easily missed.

He took us around the entire hotel and explained the rationale around every nook and cranny, its history and accolades an everything in between. I truly appreciate the time he gave us and the effort he went into.

In fact, the entire working staff of the hotel was nothing short of brilliant. They were prompt, intentional, intuitive and attentive to each need, and went above and beyond to ensure our comfort and access to modern commodities. A special shout out to the chefs - each meal brought the pleasure of variety and decadent flavours regardless of cravings, with attention to detail and consistency seeped into each dish.

In addition to the fine food and incredible services, the exposure to nature was splendid. We spotted an entire herd of elephants between the trees, and the audacious monkeys were frequent visitors to our balcony. The flora is entirely native and it’s clear that human interference is kept to the absolute minimum. The view of the lake and the forest is unmatched and the integration of hotel and outdoors is so seamless that sight and sound of nature surrounds you in every room, corridor and hallway.

I could write a book on the merits of this hotel, and I doubt my obsession could do it justice. I have fallen head over heels, and plan to return soon. This hotel is well worth your time and money, a place to lose yourself in the beauty of Sri Lanka.",Positive
"Checked in today for 3 nights and I must say, this hotel is truly and architectural master piece. The 'sense of arrival' is perfect with beutiful views of the Kandalama lake as you drive in to reception. The team member that did my sign up was really pleasant and sweet and went out of her way to explain everything. She made sure that we had a very good first impression which is important. Dinner staff was good and attentive. The buffet dinner wasn't what I remembered from 4 years ago, but considering the current tourist situation in the country, was very good with lots of choices. Really talented traditional sri lankan band playing in lobby at night, great place to enjoy a coffee after dinner. Beautiful view of Sigiriya Rock over the kandalama lake from the balcony. Jacuzzi in the large bathroom has the same view as the balcony too and has the best rain shower! Of you are in Sri lanka, spend atleast a day in this hotel. Expensive but worth the treat.",Positive
"The location was very good. It was very peaceful. However, the customer service did not feel like a 5-star hotel, they kept rushing us to eat as they said they were closing and I wouldn't have expected this from a 5-star hotel and this is my first time experiencing this poor service.",Positive
"What a location, fully integrated with nature. I used the two pools with my kids extensively. While I didn't go there for the meals, they were excellent, my extended family liked it.",Positive
very nice location...........,Positive
The hotel is very nice.the food is very delicious.keep it up.,Positive
"quintessential Bawa, exquisite service, and world class entertainment— highly recommended!",Positive
One of the best hotels in the world for sure... Every human should experience this wonder,Positive
Excellent surrounding and service. Amazing experience.,Positive
What an experience. It’s amazing and filled with nature. They have three beautiful pools. The spa is amazing. Food is to die for. Staff are so lovely and will always come back.,Positive
Heritance Kandalama is the one of the best hotel design by Geoffrey Bawa. 🤩 The hotel was in a amazing location with clear view of the Kandalama lake.📸 It is the best eco friendly 5 star hotel in Dabulla area.🌟 Ideal place for spend your vacation with nature. 🌿 Rooms with jungle/lake views are stunning. 😍The rooms were clean and maintained at a high standard.👌 Delicious foods with many selections. 🔥😋🥞🥐🌮🍝🍹,Positive
"Good hotel to visit in spare time. We visited as a couple when there were less crowd. The hotel is located next to Kandalama lake. There are 3 swimming pools, but only 2 were operating due to the less crowd. The second day buffet also canceled and set menu was available due to less crowd. Food was very tasty and many varieties were there. We got the deluxe room with the jacuzzi. We could see the sunrise from our room which is a very beautiful scene. The room is a bit smaller when compared to similar type hotels may be  because this is somewhat old. The hotel premises is blended with green concept very well, where we can see trees and bushes everywhere. Monkeys also roaming very freely. The staff is also very helpful and polite. Overall experience is good. 😍👍",Positive
"Visited the hotel for lunch. Stunning views of the lake, whilst in a venue, that’s half built inside a mountain. An oasis of luxury.
Obviously not the cheapest place around, but full menu, full cocktail list, amazing service, with the visit!",Positive
This hotel is like a dream to me. Such a beautiful place. Hotel is surrounded with really good views of the forest and the Kandalama lake. We went there for our first wedding anniversary and the vibes were really good and romantic. Rooms are big and spacious with good facilities. The balcony opens up to the view of the Kandalama lake. Also wild animals can be seen from the balcony. Mornings in the balcony with that view was really pretty. Bird singings and jungle vibes are soo good. Pools are also good with beautiful views. Food is also really good. The staff was friendly too. I really loved the stay and looking forward for another stay in here.,Positive
Best medication for urban life..,Positive
"It’s my 5th time visit to this hotel and Enjoyed a lot, food was amazing and friendly staff specially Idunil",Positive
"I have been into Heritance Kandalama 12 times with my family. We planned to bring our brother family but as per their hotel rules they consider them as foreigners. If that’s the case they should state it at the beginning itself. We were 8 of us travelled together, and wasted our hrs of day saying back and forth talking their high authorities
I will never come back to Heritance kandalama again in my life
We walked out of the hotel without staying over at Heritance Kandalama",Negative
"Amazing, quiet, calm place to relax. Everything here felt exceptional.",Positive
Enjoyed everything about our stay from the moment of our arrival to our last minute. You’re absolutely amazing. Thank you very much.. ❤️,Positive
"I have always loved the Aitken Spence brand even as a kid &amp; always can be assured of great service, great food will be guaranteed. It's amazing to see how you have consistently kept the same standards for the 43 years I have been on this planet :). Rough times ahead for Sri Lanka, I hope that the brand and staff are able to come out of this debacle with the same steadfastness that they have shown in past times. Also hope to come stay at the property the next time I'm in Lanka. All the staff were great with their service and I forget most of their names, special thanks to Dhanushka, Rasika at the bar area &amp; Padmi at the shop who dressed me. I feel very sorry and helpless that these hard working ppl are in for a struggle but I'm hopeful that you'll come through this. Thank you for a wonderful stay.",Positive
Beautiful hotel with so many locations to have your event. Food is amazing and very helpful staff.,Positive
"I stayed on June 2022, with my family. It was one of the most wonderful vacations we had due to the splendid nature of the Kandalama Hotel. Everything was perfect. From the welcome to the departure moment. Thank you so much and hope you will continue with same passion and warmth even with these hard times of Sri Lanka.&#13;&#10;Thank you !!!",Positive
"Geoffrey Bawa's masterpiece
- Kandalama Heritanc

Kandalama Hotel covered with greenery
(Kandalama, Dambulla)
Distance from Colombo 169 km

Created by Jeffrey Bawa, this Cyrilka Kandalama Hotel is located in the Kandalama Great Forest Reserve. The 965-foot-long, 162-room apartment is an example to everyone living in the country of recycling anything disposable without mixing it into this beautiful environment. Originally known as the Kandalama Hotel, the Heritance Kandalama Hotel is a 5 star hotel built on the Kandalama Reservoir in Sri Lanka. It belongs to the Aitken Spence Travels hotel chain. It is an eco-friendly feature to use elephants and horses instead of vehicles to watch the birds and the surrounding area.",Positive
Was there to perform as a dj at a destination wedding and this hotel is amazing. There are so many locations to have ur event with a beautiful scenery. Food is amazing and the staff is very helpful at anytime. Rooms are very spacious with all amenities. I would highly recommend Heritance Kandalama.,Positive
Very Nice nature and location,Positive
We had the most amazing stay at The Heritance Kandalama Hotel. It was our honeymoon and also my birthday and the staff went absolutely above and beyond to make it special. We were made to feel so welcome and valued as guests and the facilities are absolutely second to none. The rooms are beautifully kept and furnished and the setting of the hotel is incredible. It is truly intertwined with the luscious Sri Lankan countryside and we were able to see monkeys and more just from our balcony! Would not hesitate to recommend and hopefully will return one day. Thank you!,Positive
The service I received was commendable and remarkable.,Positive
Best placeto stay with nature..and enjoy the hospitality,Positive
"As an experienced traveler, I can say this is one of the most beautiful hotels on earth!",Positive
If you are a nature lover who need a luxury vacation too... this is the place you need to visit.,Positive
Friendly staff with good hospitality.,Positive
"We had an amazing time at Heritance Kandalama. It is ideal for anyone looking for a calm and quiet holiday with delicious food. The rooms were maintained at a high standard and the staff was extremely friendly.
We would definitely visit hotel again and highly recommend it to anyone!",Positive
Best view. Food options at the buffet are also unique and very good.,Positive
"Amazing surrounding environment. Swift checking in. Perfect blend of concrete building with green forest and rocks. Huge variety of quality food choice is available for all meals. Well cleaned and well maintained rooms. Clean pools. Bicycle rides, tennis badminton courts are available. Boat rides may not be available during windy seasons. So better check with hotel if you look into that experience. Friendly staff is always available. Even technical team is readily available in case of any repairing. Undoubtedly a five star experience.",Positive
"A beautiful tropical modernist hotel designed by Sri Lankan architect Geoffrey Bawa. The most beautiful, relaxing setting with amazing biodiversity and wildlife. Go for the all inclusive option as it’s in the middle of nowhere!

The highlights are the three swimming pools, amazing scenery, easy access to the cultural triangle. The buffet is delicious and the staff are amazing. Cannot wait to return!",Positive
"We wish to express our sincere thanks for the warm hospitality given to us (NWSDB Team ) on the 04th and 05th June 2022 at your hotel.
Arrangements for our whole stay from reservations ,Check in to check out was well coordinated by the entire staff - First and Foremost our Very Big Thank you goes to Mr.Nirosh Rasiah - DGM Sales and Marketing.
A special appreciation to Mr.Indunil who went that extra mile to make our short stay a comfortable and memorable one.
Excellent spread of gastronomic food with a very attentive and courteous restaurant staff showed that hospitality at its best.
Looking forward to making another visit when times are good to travel.
please convey our sincere thanks to your wonderful staff.
Thank you once again,
NWSDB Staff",Positive
Hope to visit again..nice place ❤️❤️,Positive
"Excellent architecture !!!

No wonder Bawa is called one of Master Architects , This place really inspired me a lot also the design is AWESOME !
The relation between is building and nature is just truly AMAZING !

The view is soo great and the entire building is woven in landscape !",Positive
really good place,Positive
Top hotel on a reservoir in the middle of the jungle. Lots of monkeys. Great food and very friendly staff.,Positive
This hotel made of pure heritance as its name. Wonderful location for Scenery lovers.,Positive
"Amazing experience, once for a life time....!!!",Positive
"Great service, Helpful & Friendly staff,  Highly recommend. 👍👍👍",Positive
Me and My wife chose Heritance Kandalama to spend our weekend and it was one of the best decisions we have taken.&#13;&#10;It had beautiful views and the stay was very relaxing. They had a person playing flute in the evening by the infinity pool and sunset. The staff was very friendly and supportive and the food was amazingly.&#13;&#10;Keep up the good work! Will definitely be there again ❤,Positive
"A very Good Hotel.Good view.Very Nice pool.

I RECOMMEND THIS Hotel",Positive
Beautiful place to visit and stay,Positive
Splendid 👌,Positive
Very friendly staff. Good food. Good view of the kandalama lake. Rooms are spacious and well maintained. Can not expect it to be very posh since it’s adopting the nature. Nature park should need some attention since it’s dull. Thanks for the hospitality we enjoyed very much.,Positive
The best stay ever. The environment was pleasant and welcoming. Staff is always friendly. Very clean. Beautiful atmosphere inside and outside Definitely a must do if you are looking for a good time.,Positive
"An absolutely incredible experience to start off our honeymoon! Set in the heart of nature, every single member of staff went above and beyond.",Positive
"A hotel covered in forest!
A monkey will come to play.
Dinner at the Mori Hotel is exceptional!",Positive
"Heritance Kandalama, a luxury hotel and a masterpiece by a Sri Lankan famous architect, is located in the Central province amidst of greenery cover and close proximity to the Kandalama tank. It is an iconic hotel shaped like outspread wings of a bird following the line of the cliff from which it seems to emerge. Parking is available offsite but you will get a pickup service from the parking area to the hotel. Breathtaking views from the room. Several restaurants are available. So many varieties of tasty food. Helpful staff with good hospitality. Clean and comfy rooms. Excellent experience.",Positive
Superb n friendly service..,Positive
great experience,Positive
Excellent experience .. 😍,Positive
"We had a very soothing stay. The views are breathtaking and the architecture of the place is outstanding. Great service, they pay attention to every detail and have live local musicians playing in different sites of the property. I was expecting more from the souvenir shop, but there’s a big opportunity to improve the design of the objects they have for sale there.",Positive
Beautiful jungle immersion. But watch out for monkeys breaking into the room!,Positive
"The best hotel I’ve ever been privileged enough to stay for 2 nights. Gorgeous building, and it only gets more breathtaking when you walk in. Room ambiance and the picturesque lake view and high quality service, from the reception to the restaurant was incredibly attentive & friendly. Especial thanks to Ms.Tharusha (Reception), Ms.Imali, Mr.Dhanushka & Mr.Nalin (Restaurant) and the rest of the hotel crew for being courteous and true samples of hospitality at it’s best. You guys made our stay extra special..
A special mention must be made of the catering (Buffet) which is outstanding!
We stayed in a panoramic suite, which had a large balcony overlooking the forest areas and was incredible at sunrise to watch the hot air balloons passing overhead.
We’re overwhelmed by Coco Spa as well.

Thank you once again everyone at the Hotel who made our stay memorable. My husband and I both enjoyed it a lot.

Will definitely be coming here again.

Cheers!",Positive
Amazing design that blend with the nature,Positive
"Excellent view from hotel,best foods ❤️",Positive
"Our stay at Kandalama was out of this world! Amazing views, friendly staff, and amazing food. This was our first stay at Kandalama and it won’t be our last! Thank you for the hospitality.",Positive
"Very well made property, very close to nature,Courteous staff, The infinity pool has a very good view but it could be cleaner, and there are very lesa vegetarian options..",Positive
A unique experience in a breathtaking environment.,Positive
If you want to feel the essence of a peaceful environment... congratulations...you have selected the right place...,Positive
"Stayed one night at Heritance Kandalama. Beautiful hotel, but rooms are out dated. It is time for a room renovation. Buffet was great with lot of varieties. Staff were friendly and professional.",Positive
Amazing place in nature. In the morning the monkies come. Exellent hotel.,Positive
"It's one of the most finest hotels I've ever been to local and international too, I had the greatest experience ever",Positive
Superb place to in Dambulla. Friendly staff and surrounded with beautiful views. The hotel is facing to the Kandalama lake which gives calm environment. If you want to enjoy the nature with modern facility and fantastic hospitality this is one of best place to visit and stay. I really enjoyed the stay.,Positive
"Middle of the jungle, beautiful views",Positive
"Excellent service and warm welcome  from the bottom of hearts are still maintaining, Special thanks to LR,GW, PK and SN",Positive
"The architecture was truly stunning. Stayed in the room where Geoffrey Bawa stayed whenever he visited, courtesy of my better half. Very comfortable and probably the finest bed and bathtub in sri lanka. The food was excellent. The staff can only be described as surly but I understand that they're not formally trained in hospitality. I'd improve that by setting up an in-house training program.",Positive
"Beautiful hotel with stunning views.The service was the best I experienced in Sri Lanka up to now.
Food was delicious with great variety and the reception was great too.100% worth the money!",Positive
"One of the best hotels with nature simply all around. Superb service, delicious food indeed, clean & cosy rooms and many lovely things to experience. Must go destination on your visits.",Positive
"Definitely worth it! The only 5* hotel that’s worth  visiting in Sri lanka as far as I saw. A master piece architecture and the nature surrounding the spot is beautiful! Be aware that the hotel is in a deserted area, basically the nearest shop is half an hour drive so make sure you have everything you need. The only 2 notes I’ve about the facility itself is:
1- there’s no supermarket, pharmacy nor shops inside which’s disappointing as the hotel is very big and in a deserted area so it should have had some shops for convenience
2- showers don’t have an adjustable shower pad, it’s not a big deal but for girls who would like not to have a full shower, it’s very convenient to have adjustable shower pads not to ruin her hair",Positive
"Amazing location 💕, delicious food ,friendly  service",Positive
"Built on the side of a rock mountain and in the middle of a tropical jungle, the Heritance Kandalama is a unique experience. It's unique because of it's architecture, open spaces, lovely rooms with absolutely private terraces and bathrooms with a view😍 (see photos below).
The entire staff, from the desk clerks all the way to the cleaning service, are all ultra professional. They are all friendly, kind and accommodating.
The dining experience is also exceptional no matter where and what you choose. There is a wide variety of food options: in the snack area, the grand buffet, à la carte as well as room service. In three days we tried all services and there was plenty to choose from.
The pools are a must if you wish to truly stay refreshed and relax in a quiet environment. However, be warned, the rock pool is a unique experience, especially when the monkeys decide to join you. 🤣
In the past three days we have enjoyed seen monkeys, mongoose, monitor lizards, bats, a swarm of bees, and an array of more than 30
different types of birds.
The Heritance Kandalama is a unique destination in and of itself - it is by far one of our favorite hotels in Sri Lanka💕 Actually we have enjoyed it so much we decided to stay an extra day😎",Positive
"Currently staying at this hotel. I’ll give credit where credits is due, views are exceptional and concur the hotel has great food.

***Update. Restaurant manager came and personally spoke to me about the prior issue I had and took care of me personally and met with me on a few occasions to make sure I was happy. Service and hospitality is exceptional. Please ensure he is commended for fixing my experience. Updated to 5 stars!!!",Positive
Hands down best hotel in Sri Lanka!,Positive
"Spectacular hotel in a privileged location.
Amazing pool, reception and bar under the porch.
Very large rooms and bathroom with Jacuzzi with views. Perhaps they are already in need of some reform, the hotel was built in 1992 by the famous local architect Goffrey Bawa.
At night the noise of the jungle is impressive, a pity that the terraces are practically unusable by the monkeys that take advantage of the slightest mistake to sneak into the room!
A must on your visit to Sri Lanka!",Positive
Magnificent architecture structure between Kandalama Lake and a mountain range. Thank you for making our vacation so relaxing.,Positive
"Absolutely stunning (real architectural gem) and welcoming hotel in an utterly idyllic location - the photo is simply of the welcome lobby.

Do not have words to express how lovely everyone was. Fabulous facial from Eka in the beautiful spa, and the food at both breakfast and dinner buffets was of highest quality and excellent variety - you have to try their chicken, prawn and aubergine curries even if you are a westerner who is a bit scared of spice!

Please visit if you are in the area to visit Sigirya / Dambulla cave temple, honestly no more tranquil base",Positive
Superb location,Positive
Great experience. Food and Staff was excellent!!,Positive
"Good staff, good food, good room and good view. Pool could have been better as there were some leaves there but it was not that big issue. Overall very satisfied.",Positive
"Spectacular setting with rocks from the mountain forming part of the hotel reception and structure. The views are breathtaking. It's great to see all the monkeys and wildlife and feel part of the jungle. The property is huge, spread across almost 1km. Facilities are good and diverse. Basic gym, infinity pools, spa. Buffet restaurant is excellent",Positive
"Absolutely superb. Clean with good food.
The staff were really friendly and the design of the hotel and facilities were superb. Best of all is the location in the middle of the jungle with a view over to Dambulla rock. Boat trip and trecking were superb.
Also enjoyed the various forms of  live traditional music the hotel put on in the evening for anyone who was interested.
I very much hope to return here soon.",Positive
"Terrible hotel. This is a scam hotel not a 5-star hotel. They have not spend any money on sound proofing the hotel. You can hear everything in every room around you. All people walking by can hear, the music in the hallway can hear. There is a crack in the door. Bed and blankets are terrible. I really wish I can have my money back and my time as I didn't sleep at all. Really horrible. Do not come if you are annoyed by loud sounds and terrible bed.",Negative
"When arriving at the hotel, the first impression is: WOW. Located almost at the peak of a mountain, amazing views are guaranteed. But this hotel disappointed me very much. It is very outdated, the hotel only offers a few sunbeds at their pools - which is not enough to ensure everyone can relax at the pool. Considering this feedback has been given before in older reviews, it is absolutely a disgrace to their visitors that this feedback has not been having a follow up. In addition: some sunbeds definitely need to be replaced. The food in the hotel is okay, but not 5*-like. During breakfast, cheeses and yoghurts are not being cooled - which is a possible disaster given the fact that these could cause food illnesses. Every day I had to ask for cold yoghurt, because the one in the display was warm. You are wondering how they seriously take the care of their food without reach and sight of their guests. The rooms are outdated, dirty jacuzzi in the room. The room was dirty and moldy, so was the minibar. The water tap in the bath room was more than 20 years old, given the fact that chalk was all around",Negative
"What an incredible experience. If you are coming to Sri Lanka, staying at the hotel is a must!

Location:
The hotel is a bit isolated and good luck booking taxi/tuk tuk, you'll need to ask the hotel to book something for you. But the hotel is set in an amazing jungle location on the banks of a reservoir. It's a short drive to Dambulla and Sigriya

Rooms/Facilities:
Rooms are stunning with jungle/lake views. Good size, modern decoration and kept really clean. Hotel has 3 swimming pools, a good sized gym and a number of restaurants/eating areas.

Service:
The staff here are incredible. So friendly and nothing is too much of an ask.",Positive
"Awesome place to stay and relax. Friendly staff, good food, lovely place for those who love nature... lots of  birds.

Been here multiple times, and would love to go there again and again. Being a person who loves nature, and birds, its a great place to spend time. For a person who is willing to spend time with being patient, it is definitely and oasis, when it comes to the birds. Need to be a person who can endure long hours of standing and walking long distances.

A small walk down the drive from the hotel and you will find a walking path to the lake itself, where one would get the chance of feeling the breeze and dip you feet in cool water. If you are a person who is willing walk, then the best time would be the early hours of the morning, where you will not be suffering from the heat. A small walk even in the evening would be great, but need to be mindful as by the time it becomes dark, as you do not want to cross wildlife, specially elephants.",Positive
"One of the best hotel in Srilanka that I have visited,  the environment,  Rooms, food everything was best , a must visit place in Srilanka",Positive
"One of the best hotels in Sri Lanka for a holiday. Enjoy the sunset, fresh air, food, beautiful people, Great service and the nature.

___DJ Glitch LK___",Positive
"We stayed at the Heritance Kandalama for two nights in March 2022.  We arranged transport through the hotel from Colombo and back which was probably one of our best decisions, due to the difficult driving.  We were picked up on time by Bandar, who was very a professional and a good driver/tour guide.  He also took us on our excursion to Sirigiya (Lion Rock) and the Temple Caves in Dambula the next day and drove us back to Colombo via Kandy.  Bandar paid special attention to all our needs.  He has a good knowledge of wildlife, especially bird and knows the area very well.  The hotel itself is a Geoffrey Bawa masterpiece and a must-visit.  We were greeted by General Manager and upgraded to the Royal Suite, which made our stay even more special, as we were two couples and could therefore relax together in the main lounge of the suite.  The balconies overlook either the jungle or the lake, however, it does not matter which side you’re one, as sitting outside and listening to the sounds of the birds and monkeys make one forget about the hastiness of life and when you top that with a treatment from the beautiful spa, one can certainly relax and enjoy nature.  One thing for sure is that all the hotel staff is well-trained and understands how to make every guest feel welcome and special, from the cleaners, porters, shop assistants, waiters, chefs, etc.  On departure the Assistance Resort Manager wished us farewell with lovely home-made jams from the hotel.  Wow, what a place!  Thank you Heritance Kandalama and thank you Aitken Spence!",Positive
Bawa's wonder land,Positive
"Our stay at this hotel was faultless. The rooms are lovely, the views are incredible, they have daily excursions but what makes it particularly special is the amazing staff. They are tentative, kind and helpful. They made the stay what it was. Congratulations to heritance group for having such a great work force. 🥰",Positive
"I’m not going to blame about their location or service Bcz it was amazing.
Their food was Horrible
I ordered butter cake as my snack they gave me some kind of cake decorated with cream then I tasted it and I could feel that the cake was very old . Immediately I called the reception and complained they cancelled my bill which was good .
Next Day for the al carte menu ordered baked cheese cake as dessert
They gave me the same cake which I had last day telling me this is a baked cheese cake (actually I’m a baker) it was very bad . I felt soo bad their service was poor
Their menu also very poor need to be updated",Negative
